0.00000000,0.84360115,0.34122911,0.25361266,0.81574642,0.75596601,1.00448226,1.17554679,0.58480725,1.18972359
0.84360115,0.00000000,0.50237205,0.83905660,0.53816552,1.20127959,1.37133973,0.75252641,0.73614534,1.01961862
0.34122911,0.50237205,0.00000000,0.38941874,0.58480971,0.86753109,1.09092172,0.93839098,0.50143548,1.04498919
0.25361266,0.83905660,0.38941874,0.00000000,0.65174857,0.51854618,0.76248944,0.99699916,0.36116982,0.96165285
0.81574642,0.53816552,0.58480971,0.65174857,0.00000000,0.78045924,0.89253382,0.36117324,0.34123384,0.50000000
0.75596601,1.20127959,0.86753109,0.51854618,0.78045924,0.00000000,0.25000000,1.00000000,0.47009013,0.78045924
1.00448226,1.37133973,1.09092172,0.76248944,0.89253382,0.25000000,0.00000000,1.03077641,0.63912811,0.73933526
1.17554679,0.75252641,0.93839098,0.99699916,0.36117324,1.00000000,1.03077641,0.00000000,0.65175295,0.36117324
0.58480725,0.73614534,0.50143548,0.36116982,0.34123384,0.47009013,0.63912811,0.65175295,0.00000000,0.60534332
1.18972359,1.01961862,1.04498919,0.96165285,0.50000000,0.78045924,0.73933526,0.36117324,0.60534332,0.00000000
