0.00000000,0.63447706,1.00783631,0.89894225,1.35973787,0.64906038,1.25308985,0.61544413,0.71590288,0.49784827
0.63447706,0.00000000,0.49850930,0.33110072,0.73672879,0.19642603,0.62430141,0.58638389,0.33478748,0.43043773
1.00783631,0.49850930,0.00000000,0.18060963,0.47747597,0.67498810,0.43561203,0.58611414,0.29801611,0.92856554
0.89894225,0.33110072,0.18060963,0.00000000,0.48105795,0.49755313,0.39746487,0.59069879,0.25516387,0.76041568
1.35973787,0.73672879,0.47747597,0.48105795,0.00000000,0.82322289,0.12186592,1.05185189,0.72844204,1.11220683
0.64906038,0.19642603,0.67498810,0.49755313,0.82322289,0.00000000,0.70267607,0.75696968,0.53076861,0.28904259
1.25308985,0.62430141,0.43561203,0.39746487,0.12186592,0.70267607,0.00000000,0.98410228,0.65180904,0.99149317
0.61544413,0.58638389,0.58611414,0.59069879,1.05185189,0.75696968,0.98410228,0.00000000,0.33705000,0.84698174
0.71590288,0.33478748,0.29801611,0.25516387,0.72844204,0.53076861,0.65180904,0.33705000,0.00000000,0.72251593
0.49784827,0.43043773,0.92856554,0.76041568,1.11220683,0.28904259,0.99149317,0.84698174,0.72251593,0.00000000
