0.00000000,0.38010069,1.06078485,0.33303480,1.09136526,0.97059845,1.01988915,0.68048969,0.33814794,0.63701728,0.63407354,0.76098956,0.72230909,0.38539813,0.66723783,0.33654454
0.38010069,0.00000000,0.68068415,0.62869807,0.71126457,0.75080990,0.63978845,0.38354260,0.34210622,0.72181024,0.33841026,0.38088886,0.34220840,0.68106141,0.37157456,0.33857556
1.06078485,0.68068415,0.00000000,1.09156932,0.33306640,0.66689569,0.33635769,0.38029515,0.72263691,0.63789603,0.63568386,0.38165319,0.33847576,0.76075117,0.96780194,1.01925971
0.33303480,0.62869807,1.09156932,0.00000000,1.12214973,1.00138293,1.05067362,0.71127417,0.36893241,0.66780175,0.96710833,0.92643705,0.75309357,0.33081815,1.00027263,0.66957933
1.09136526,0.71126457,0.33306640,1.12214973,0.00000000,0.99996209,0.66942409,0.63269479,0.75321732,0.97096244,0.66626428,0.33037571,0.36905617,0.93021360,0.99838235,1.04984013
0.97059845,0.75080990,0.66689569,1.00138293,0.99996209,0.00000000,0.33053800,0.36726730,0.63245051,0.33358117,1.08922016,1.04854888,0.70943560,0.67056477,1.12238446,0.92907332
1.01988915,0.63978845,0.33635769,1.05067362,0.66942409,0.33053800,0.00000000,0.33939945,0.68174121,0.38287187,0.75868216,0.71801088,0.37889760,0.71985547,0.92690624,0.97836401
0.68048969,0.38354260,0.38029515,0.71127417,0.63269479,0.36726730,0.33939945,0.00000000,0.34234175,0.33826764,0.72195286,0.68128158,0.34216830,0.38045601,0.75511716,0.63896456
0.33814794,0.34210622,0.72263691,0.36893241,0.75321732,0.63245051,0.68174121,0.34234175,0.00000000,0.37970402,0.68051649,0.63984521,0.38416115,0.33895518,0.71368078,0.38298749
0.63701728,0.72181024,0.63789603,0.66780175,0.97096244,0.33358117,0.38287187,0.33826764,0.37970402,0.00000000,1.06022050,1.01954922,0.68043594,0.33698360,1.09338480,0.76269150
0.63407354,0.33841026,0.63568386,0.96710833,0.66626428,1.08922016,0.75868216,0.72195286,0.68051649,1.06022050,0.00000000,0.33588857,0.37978456,1.01947167,0.33211808,0.38357585
0.76098956,0.38088886,0.38165319,0.92643705,0.33037571,1.04854888,0.71801088,0.68128158,0.63984521,1.01954922,0.33588857,0.00000000,0.33911328,0.97880039,0.66800665,0.71946442
0.72230909,0.34220840,0.33847576,0.75309357,0.36905617,0.70943560,0.37889760,0.34216830,0.38416115,0.68043594,0.37978456,0.33911328,0.00000000,0.63968711,0.62932618,0.68078396
0.38539813,0.68106141,0.76075117,0.33081815,0.93021360,0.67056477,0.71985547,0.38045601,0.33895518,0.33698360,1.01947167,0.97880039,0.63968711,0.00000000,1.05263596,0.72194267
0.66723783,0.37157456,0.96780194,1.00027263,0.99838235,1.12238446,0.92690624,0.75511716,0.71368078,1.09338480,0.33211808,0.66800665,0.62932618,1.05263596,0.00000000,0.33069330
0.33654454,0.33857556,1.01925971,0.66957933,1.04984013,0.92907332,0.97836401,0.63896456,0.38298749,0.76269150,0.38357585,0.71946442,0.68078396,0.72194267,0.33069330,0.00000000
