0.00000000,0.90708047,0.58849037,1.03185990,0.72743073,0.92743073,1.37964089,1.91592995,0.88407005,1.08407005
0.90708047,0.00000000,0.31859010,0.27522057,0.97964974,1.17964974,1.12743958,1.00884948,1.79115052,1.99115052
0.58849037,0.31859010,0.00000000,0.44336953,0.66105964,0.86105964,0.80884948,1.32743958,1.47256042,1.67256042
1.03185990,0.27522057,0.44336953,0.00000000,0.70442916,0.90442916,0.85221901,0.88407005,1.51592995,1.71592995
0.72743073,0.97964974,0.66105964,0.70442916,0.00000000,0.20000000,0.65221016,1.18849922,0.81150078,1.01150078
0.92743073,1.17964974,0.86105964,0.90442916,0.20000000,0.00000000,0.45221016,0.98849922,0.61150078,0.81150078
1.37964089,1.12743958,0.80884948,0.85221901,0.65221016,0.45221016,0.00000000,0.53628906,0.66371094,0.86371094
1.91592995,1.00884948,1.32743958,0.88407005,1.18849922,0.98849922,0.53628906,0.00000000,1.20000000,1.00000000
0.88407005,1.79115052,1.47256042,1.51592995,0.81150078,0.61150078,0.66371094,1.20000000,0.00000000,0.20000000
1.08407005,1.99115052,1.67256042,1.71592995,1.01150078,0.81150078,0.86371094,1.00000000,0.20000000,0.00000000
