0.00000000,1.03450840,0.66292160,0.44965130,0.38761447,0.59999019,0.50578364,0.89235535,0.44826055,0.16758099,0.83136429,0.16824423,0.34152175,0.33942243,0.49423937,0.84794806,0.93282675,0.72301634,0.27904779,0.55645729,0.72571701,0.33517201,0.73914982,0.60156535,0.61473017,0.99671763,0.66307282,0.27342719,0.76825832,0.16947796,1.15791151,0.17075338,0.27783315,0.61927645,0.50034375,0.87350742,0.68180130,0.43830436,0.82923768,0.38633183,1.05706715,0.55745689,0.47617244,0.49254657,0.95405819,0.51196283,0.37615911,0.78796202,0.27282305
1.03450840,0.00000000,1.32606520,0.98932166,1.26576492,1.63449859,0.83521971,0.94071371,0.58624785,1.13900588,1.21695462,1.20275263,0.81872493,0.73136257,0.54026903,0.49462488,0.16417249,0.50218845,1.09674722,0.47805111,1.05082047,1.36968041,0.32635326,0.43294305,0.66996954,1.10647207,0.37143558,0.96899361,0.26625008,0.86503044,0.99904182,0.92703066,0.75667524,0.88036701,1.53485215,0.16100098,0.60117576,1.47281276,0.33302036,0.64817657,0.83409657,1.15952053,0.99732460,1.43225604,0.66447743,0.70996599,0.89731127,0.77075303,1.30733145
0.66292160,1.32606520,0.00000000,0.33674354,0.27530712,0.50727084,0.97698914,0.38535149,0.73981735,0.83050259,0.16844269,0.55493286,0.50734028,0.87313201,0.78579617,0.83144033,1.22438356,1.01457314,0.38387381,0.84801409,0.27524474,0.44594681,0.99971195,0.89312215,0.90628698,0.33379604,0.95462962,0.93634879,1.05981513,0.76895042,0.49498991,0.49216822,0.59947208,0.44569820,0.34090021,1.16506422,0.72488944,0.61300282,1.12079449,0.67788863,0.49196863,0.16654467,1.13909404,0.17037502,0.66158777,0.61609922,1.03908070,0.55531218,0.72223698
0.44965130,0.98932166,0.33674354,0.00000000,0.27644326,0.64517693,0.76371884,0.44270405,0.49266841,0.61723229,0.38171299,0.34166256,0.17059673,0.65986171,0.44905263,0.49469678,0.88764001,0.67782960,0.17060351,0.51127055,0.27606571,0.38035875,0.66296840,0.55637861,0.59846868,0.54706634,0.61788608,0.72307849,0.72307158,0.55568013,0.70826021,0.27889792,0.38620178,0.16962515,0.54553049,0.82832068,0.38814590,0.48349109,0.78405095,0.34114509,0.60741585,0.17019887,0.92582374,0.44293438,0.50440689,0.27935568,0.82581041,0.33831072,0.50896669
0.38761447,1.26576492,0.27530712,0.27644326,0.00000000,0.36873367,0.73704016,0.50474088,0.67951707,0.55519546,0.44374982,0.27962574,0.44704000,0.59782488,0.72549589,0.77114005,1.16408328,0.95427286,0.16901770,0.78771381,0.33810254,0.17063968,0.93941167,0.83282187,0.84598670,0.60910316,0.89432934,0.66104167,0.99951485,0.49364330,0.77029703,0.33873426,0.50908968,0.38539792,0.26908723,1.10476394,0.66458916,0.33769570,1.06049421,0.61758835,0.66945268,0.16984242,0.86378691,0.16649112,0.60128749,0.55579894,0.76377358,0.49501190,0.44692986
0.59999019,1.63449859,0.50727084,0.64517693,0.36873367,0.00000000,1.10577383,0.73670459,1.04825074,0.49549271,0.67571354,0.43174596,0.81577366,0.93941262,1.09422956,1.13987371,1.53281694,1.32300653,0.53775137,1.15644748,0.58367812,0.26481818,1.30814533,1.20155554,1.21472037,0.84106688,1.26306301,0.66550498,1.36824851,0.76946815,1.00226075,0.70746793,0.87782335,0.75413158,0.16637064,1.47349761,1.03332283,0.16168584,1.42922788,0.98632202,0.90141640,0.47497806,1.00137283,0.33689582,0.97002116,0.92453261,0.83553143,0.86374556,0.32716714
0.50578364,0.83521971,0.97698914,0.76371884,0.73704016,1.10577383,0.00000000,1.20642289,0.27105043,0.61028112,1.14543184,0.67402786,0.65558930,0.16636121,0.71756656,1.16201561,0.67104722,0.33303126,0.59311534,0.43926313,1.03978455,0.84095565,1.05321736,0.88756574,0.16525017,1.31078518,0.60846719,0.44026884,0.77786945,0.33630568,1.47197905,0.48482092,0.37751706,0.93334400,1.00612739,0.94300424,0.99586885,0.94408799,0.50219935,0.54737008,1.37113470,0.87152444,0.16210490,0.90353128,1.26812574,0.82603038,0.27024240,1.10202957,0.77860668
0.89235535,0.94071371,0.38535149,0.44270405,0.50474088,0.73670459,1.20642289,0.00000000,0.93537246,1.05993634,0.27624091,0.78436661,0.55083359,1.10256576,0.48885633,0.44608883,0.83903206,0.87339163,0.61330756,0.76715976,0.16663834,0.67538056,0.61436045,0.50777066,1.04117273,0.16575836,0.59795570,1.16578254,0.67446363,0.99838417,0.26555616,0.72160197,0.82890583,0.27307889,0.59413844,0.77971273,0.33953795,0.84243657,0.73544300,0.65905281,0.16471180,0.33489845,1.36852779,0.49154233,0.27623628,0.38039251,1.26851445,0.16996068,0.95167073
0.44826055,0.58624785,0.73981735,0.49266841,0.67951707,1.04825074,0.27105043,0.93537246,0.00000000,0.55275803,0.87438140,0.61650477,0.38453887,0.16719330,0.44651613,0.89096518,0.48456621,0.27475579,0.51049937,0.16821270,0.76873412,0.78343256,0.78216693,0.61651531,0.16646963,1.03973475,0.33741676,0.38274575,0.50681901,0.27878259,1.20092862,0.34078281,0.17042739,0.66229357,0.94860430,0.67195381,0.72481841,0.88656490,0.38097714,0.27631965,1.10008426,0.60047401,0.43315533,0.84600819,0.99707531,0.55497995,0.33314199,0.83097914,0.72108359
0.16758099,1.13900588,0.83050259,0.61723229,0.55519546,0.49549271,0.61028112,1.05993634,0.55275803,0.00000000,0.99894528,0.27556973,0.50910274,0.44391991,0.59873685,1.01552906,1.03732423,0.82751382,0.44662878,0.66095477,0.89329800,0.38455578,0.90673081,0.74107919,0.71922765,1.16429863,0.76757030,0.17001227,0.87275580,0.27397544,1.32549250,0.33833437,0.38233064,0.78685744,0.48960238,0.97800490,0.84938229,0.33380688,0.93373516,0.49082931,1.22464814,0.72503788,0.50588011,0.66012757,1.12163918,0.67954383,0.34003872,0.95554302,0.16832557
