0.00000000,0.88578856,1.37891030,1.26438832,1.92254627,0.81974727,1.76828790,0.63394672,0.95899850,0.55304402
0.88578856,0.00000000,0.50383925,0.37859964,1.03675771,0.26982385,0.88249922,0.77712786,0.46776664,0.45007300
1.37891030,0.50383925,0.00000000,0.22830760,0.54363590,0.77366304,0.47738960,0.78254259,0.41991186,0.94319475
1.26438832,0.37859964,0.22830760,0.00000000,0.65815800,0.54535550,0.50389957,0.66802049,0.30538976,0.82867265
1.92254627,1.03675771,0.54363590,0.65815800,0.00000000,1.10279906,0.15425840,1.32617855,0.96354777,1.48683071
0.81974727,0.26982385,0.77366304,0.54535550,1.10279906,0.00000000,0.94854063,1.04695165,0.73759049,0.38403165
1.76828790,0.88249922,0.47738960,0.50389957,0.15425840,0.94854063,0.00000000,1.17192006,0.80928940,1.33257222
0.63394672,0.77712786,0.78254259,0.66802049,1.32617855,1.04695165,1.17192006,0.00000000,0.36263072,1.18699074
0.95899850,0.46776664,0.41991186,0.30538976,0.96354777,0.73759049,0.80928940,0.36263072,0.00000000,0.87762952
0.55304402,0.45007300,0.94319475,0.82867265,1.48683071,0.38403165,1.33257222,1.18699074,0.87762952,0.00000000
