0.00000000,0.01604180,0.71968565,0.43836320,0.05775047,0.82235315,0.11550600,0.51699937,0.43893252,0.32152106,0.52021742,0.49939446,0.82726949,0.87990107,0.99669983,0.82665679,0.72562485,1.20108441,0.94154503,0.82092520,1.03424972,0.89410477,0.80297288,1.00960570,0.74798693,1.11998775,1.20345815,1.43525127,1.22258281,0.81553134,1.41341514,1.43198985,1.18060885,1.54051442,0.88741307,1.32437232,1.59314600,0.89197739,1.19985901,1.70425655,1.06933913,1.39754220,1.42197399,0.78502055,1.37869251,1.24388836,1.01002092,1.04829932,0.84531362,1.57215418,1.82071759,1.12219263,0.90892117,1.64538680,0.95057678,1.04530781,1.02138767,1.16367938,1.77613829,1.20217969
0.01604180,0.00000000,0.73572744,0.45440499,0.07379226,0.83839494,0.09946420,0.53304117,0.45497432,0.33756286,0.53625921,0.51543625,0.84331129,0.89594287,1.01274163,0.84269859,0.74166664,1.21712620,0.95758682,0.83696700,1.05029152,0.91014657,0.81901467,1.02564750,0.74173907,1.13602955,1.21949995,1.45129306,1.23862461,0.83157313,1.42945693,1.44803164,1.19665065,1.55655622,0.90345487,1.34041412,1.60918780,0.87593559,1.21590081,1.72029835,1.08538093,1.41358400,1.43801579,0.80106235,1.39473431,1.25993016,0.99397913,1.03225752,0.86135542,1.58819598,1.83675939,1.13823443,0.92496296,1.66142860,0.96661858,1.06134961,1.00534587,1.17972118,1.79218008,1.21822149
0.71968565,0.73572744,0.00000000,0.28132245,0.66193518,0.10266750,0.83519165,0.30794943,0.49127944,0.71395406,0.62052086,0.74660698,0.52399511,0.57662668,0.56509108,0.73513412,0.94142922,0.57123282,0.83077220,1.05665518,0.73806750,1.19400193,1.17987066,1.07850100,1.46767258,1.07338211,0.88464855,0.75811859,0.50289717,1.37783852,0.88521788,0.86664317,1.01276100,0.86338175,1.41121994,1.07952385,0.91601333,1.61166303,0.99351085,0.98457090,1.43982020,0.90109082,0.98192218,1.30308615,1.13046682,1.37053413,1.72970657,1.76798496,1.55858255,1.04226831,1.10103195,1.38696670,1.60023817,1.07429885,1.66384571,1.56911468,1.74107332,1.45074311,1.05645264,1.41224280
0.43836320,0.45440499,0.28132245,0.00000000,0.38061273,0.38398995,0.55386920,0.07863618,0.20995699,0.43263161,0.33919841,0.46528453,0.38890629,0.44153787,0.55833664,0.45381167,0.66010677,0.76272121,0.54944975,0.77533273,0.59588653,0.91267948,0.89854821,0.79717855,1.18635013,0.79205966,0.76509495,0.99688807,0.78421962,1.09651607,0.97505194,0.99362665,0.74224566,1.10215123,1.12989749,0.88600913,1.15478281,1.33034058,0.76149581,1.26589335,1.15849775,0.95917900,0.98361079,1.02176370,0.94032932,1.08921167,1.44838412,1.48666251,1.27726010,1.13379098,1.38235440,1.10564425,1.31891571,1.20702361,1.38252326,1.28779223,1.45975087,1.16942066,1.33777509,1.13092034
0.05775047,0.07379226,0.66193518,0.38061273,0.00000000,0.76460268,0.17325647,0.45924890,0.38118206,0.26377059,0.46246695,0.44164399,0.76951902,0.82215060,0.93894937,0.76890632,0.66787438,1.14333394,0.88379456,0.76317474,0.97649926,0.83635430,0.74522241,0.95185524,0.80573740,1.06223728,1.14570768,1.37750080,1.16483235,0.75778087,1.35566467,1.37423938,1.12285839,1.48276396,0.82966261,1.26662186,1.53539554,0.94972785,1.14210854,1.64650608,1.01158866,1.33979173,1.36422352,0.72727009,1.32094205,1.18613790,1.06777139,1.10604978,0.89664737,1.51440371,1.76296713,1.06444216,0.93830298,1.58763633,1.00191053,0.98755734,1.07913814,1.10592891,1.71838782,1.14442923
0.82235315,0.83839494,0.10266750,0.38398995,0.76460268,0.00000000,0.93785915,0.41061693,0.59394694,0.81662156,0.72318836,0.84927448,0.62666260,0.67929418,0.66775858,0.83780162,1.04409672,0.67390032,0.93343970,1.15932268,0.84073500,1.29666943,1.28253816,1.18116850,1.57034008,1.17604961,0.98731605,0.86078609,0.54713875,1.48050602,0.98788538,0.96931067,1.11542850,0.96604925,1.51388744,1.18219135,1.01868083,1.71433053,1.09617835,0.90757028,1.54248770,1.00375831,1.08458968,1.40575365,1.23313432,1.47320162,1.83237407,1.87065246,1.66125005,1.14493581,0.99836445,1.48963420,1.70290566,1.17696634,1.76651321,1.67178218,1.84374082,1.55341061,0.95378514,1.51491029
0.11550600,0.09946420,0.83519165,0.55386920,0.17325647,0.93785915,0.00000000,0.63250537,0.55443853,0.43702706,0.63572342,0.61490046,0.94277549,0.99540707,1.11220583,0.94216279,0.84113085,1.31659041,1.05705103,0.93643120,1.14975572,1.00961077,0.91847888,1.12511170,0.84120328,1.23549375,1.31896415,1.55075727,1.33808882,0.93103734,1.52892114,1.54749585,1.29611485,1.65602042,1.00291907,1.43987832,1.70865200,0.80247598,1.31536501,1.81976255,1.18484513,1.51304820,1.53747999,0.90052655,1.49419851,1.35939436,1.00022192,1.06720668,0.96081962,1.68766018,1.93622359,1.23769863,1.02442717,1.76089280,1.06608278,1.16081381,0.90588167,1.27918538,1.89164429,1.31768569
0.51699937,0.53304117,0.30794943,0.07863618,0.45924890,0.41061693,0.63250537,0.00000000,0.18333000,0.40600463,0.31257143,0.43865755,0.31027012,0.36290170,0.47970046,0.42718469,0.63347979,0.68408504,0.52282277,0.74870575,0.51725035,0.88605250,0.87192123,0.77055156,1.15972315,0.76543267,0.68645878,0.91825189,0.70558344,1.06988909,0.89641576,0.91499048,0.70481157,1.02351505,1.10327051,0.80737295,1.07614663,1.30371360,0.68556141,1.18725718,1.13187077,0.88054283,0.90497462,0.99513671,0.86169314,1.06258469,1.42175714,1.46003553,1.25063312,1.05515481,1.30371822,1.07901727,1.29228873,1.12838743,1.35589628,1.26116525,1.43312388,1.14279367,1.25913891,1.10429336
0.43893252,0.45497432,0.49127944,0.20995699,0.38118206,0.59394694,0.55443853,0.18333000,0.00000000,0.22267462,0.12924142,0.25532754,0.38833697,0.44096854,0.55776731,0.38772427,0.45014978,0.76215188,0.50261250,0.56537574,0.59531720,0.70272249,0.68859123,0.58722156,0.97639314,0.68105522,0.76452562,0.99631874,0.78365029,0.88655908,0.97448261,0.99305732,0.74167633,1.10158190,0.91994050,0.88543980,1.15421348,1.12038360,0.76092649,1.26532403,0.94854076,0.95860968,0.98304147,0.81180671,0.93975999,0.87925469,1.23842713,1.27670553,1.06730311,1.13322165,1.38178507,0.89568726,1.10895873,1.20645428,1.17256627,1.07783524,1.24979388,0.95946367,1.33720576,0.92096336
0.32152106,0.33756286,0.71395406,0.43263161,0.26377059,0.81662156,0.43702706,0.40600463,0.22267462,0.00000000,0.19869636,0.17787339,0.50574843,0.55838001,0.67517877,0.50513573,0.40410378,0.87956335,0.62002397,0.49940414,0.71272866,0.57258371,0.48145182,0.68808464,0.75371852,0.79846669,0.88193709,1.11373020,0.90106175,0.66388446,1.09189408,1.11046879,0.85908779,1.21899336,0.69726588,1.00285126,1.27162494,0.89770897,0.87833795,1.38273549,0.74781807,1.07602114,1.10045293,0.58913209,1.05717145,0.92236730,1.01575251,1.05403090,0.84462849,1.25063312,1.49919653,0.80067157,0.88628410,1.32386574,0.94989165,0.85516062,1.02711926,0.84215832,1.45461722,0.88065863
