0.00000000,0.78828555,0.89418030,0.44396567,0.83899087,0.53459740,0.80894387,0.44118452,1.33656001,0.29133618,0.32755256,0.65577233,0.57302064,0.92452079,0.25457853,0.63433522,0.59419459,1.27094531,1.05643439,0.75888395
0.78828555,0.00000000,0.85323930,1.23225117,0.66195607,1.15339088,1.06936550,1.22947001,0.98762900,0.64026719,0.67648357,0.99619424,0.21526492,1.71280634,0.53370702,0.15395033,1.38248014,0.92201424,1.84471989,1.54716945
0.89418030,0.85323930,0.00000000,0.48885044,0.19128326,0.35958287,0.21612622,0.58795846,0.44237971,1.18551636,1.22173285,0.23840797,0.63797438,0.85956705,1.06025517,0.69928896,0.80423915,0.37676501,0.99148065,0.69393015
0.44396567,1.23225117,0.48885044,0.00000000,0.57029516,0.12926757,0.40361404,0.09910798,0.93123019,0.69666600,0.73288238,0.25044248,1.01698637,0.48055512,0.69854420,1.07830095,0.31538874,0.86561543,0.61246872,0.31491828
0.83899087,0.66195607,0.19128326,0.57029516,0.00000000,0.49143487,0.40740949,0.56751400,0.49756911,1.13032699,1.16654348,0.33423820,0.47249115,1.05085027,1.00506580,0.50800574,0.74904978,0.43195438,1.18276381,0.88521343
0.53459740,1.15339088,0.35958287,0.12926757,0.49143487,0.00000000,0.27434647,0.22837555,0.80196261,0.82593358,0.86214995,0.15719667,0.93812603,0.55941540,0.70067233,0.99944061,0.44465631,0.73634785,0.69132900,0.39377856
0.80894387,1.06936550,0.21612622,0.40361404,0.40740949,0.27434647,0.00000000,0.50272202,0.52761614,1.10028005,1.13649642,0.15317155,0.85410064,0.64344078,0.97501880,0.91541523,0.71900278,0.46200141,0.77535439,0.47780395
0.44118452,1.22947001,0.58795846,0.09910798,0.56751400,0.22837555,0.50272202,0.00000000,1.03033817,0.65529203,0.64785290,0.34955046,1.01420522,0.48333627,0.69576305,1.07551980,0.21628074,0.96472341,0.61524987,0.31769943
1.33656001,0.98762900,0.44237971,0.93123019,0.49756911,0.80196261,0.52761614,1.03033817,0.00000000,1.62789619,1.66411257,0.68078768,0.97006029,0.84295422,1.50263500,0.85845441,1.24661887,0.10333289,0.98741418,0.95429254
0.29133618,0.64026719,1.18551636,0.69666600,1.13032699,0.82593358,1.10028005,0.65529203,1.62789619,0.00000000,0.03621638,0.94710845,0.65783590,1.13862824,0.12526125,0.76944178,0.80830210,1.56228137,1.27054191,0.97299147
0.32755256,0.67648357,1.22173285,0.73288238,1.16654348,0.86214995,1.13649642,0.64785290,1.66411257,0.03621638,0.00000000,0.98332489,0.69405228,1.13118911,0.16147763,0.80565816,0.80086297,1.59849787,1.26310277,0.96555233
0.65577233,0.99619424,0.23840797,0.25044248,0.33423820,0.15719667,0.15317155,0.34955046,0.68078768,0.94710845,0.98332489,0.00000000,0.78092933,0.71661210,0.82184720,0.84224391,0.56583118,0.61517298,0.84852564,0.55097520
0.57302064,0.21526492,0.63797438,1.01698637,0.47249115,0.93812603,0.85410064,1.01420522,0.97006029,0.65783590,0.69405228,0.78092933,0.00000000,1.49754143,0.53257465,0.11160588,1.16721523,0.90444553,1.62945509,1.33190465
0.92452079,1.71280634,0.85956705,0.48055512,1.05085027,0.55941540,0.64344078,0.48333627,0.84295422,1.13862824,1.13118911,0.71661210,1.49754143,0.00000000,1.17909932,1.55885601,0.45131719,0.94628716,0.19211251,0.16563682
0.25457853,0.53370702,1.06025517,0.69854420,1.00506580,0.70067233,0.97501880,0.69576305,1.50263500,0.12526125,0.16147763,0.82184720,0.53257465,1.17909932,0.00000000,0.64418054,0.84877312,1.43702018,1.31101298,1.01346254
0.63433522,0.15395033,0.69928896,1.07830095,0.50800574,0.99944061,0.91541523,1.07551980,0.85845441,0.76944178,0.80565816,0.84224391,0.11160588,1.55885601,0.64418054,0.00000000,1.22852981,0.79283965,1.69076967,1.39321923
0.59419459,1.38248014,0.80423915,0.31538874,0.74904978,0.44465631,0.71900278,0.21628074,1.24661887,0.80830210,0.80086297,0.56583118,1.16721523,0.45131719,0.84877312,1.22852981,0.00000000,1.18100417,0.46223980,0.29232633
1.27094531,0.92201424,0.37676501,0.86561543,0.43195438,0.73634785,0.46200141,0.96472341,0.10333289,1.56228137,1.59849787,0.61517298,0.90444553,0.94628716,1.43702018,0.79283965,1.18100417,0.00000000,1.07820082,0.88867784
1.05643439,1.84471989,0.99148065,0.61246872,1.18276381,0.69132900,0.77535439,0.61524987,0.98741418,1.27054191,1.26310277,0.84852564,1.62945509,0.19211251,1.31101298,1.69076967,0.46223980,1.07820082,0.00000000,0.29755044
0.75888395,1.54716945,0.69393015,0.31491828,0.88521343,0.39377856,0.47780395,0.31769943,0.95429254,0.97299147,0.96555233,0.55097520,1.33190465,0.16563682,1.01346254,1.39321923,0.29232633,0.88867784,0.29755044,0.00000000
