0.00000000,0.89344474,0.73154327,0.42960449,0.84715713,0.73682025,0.91519989,0.07615070,0.39062754,1.04172385,0.86588555,0.11977160,0.95047664,0.76450926,0.83664557,0.10881516,0.73886872,0.54717883,0.69035877,0.91336475,0.76275602,0.86374813,0.70886392,0.45928364,0.16069793,0.57007653,1.21067680,0.68513349,0.28803924,0.38973674,0.37243088,0.57889516,0.34648512,0.59152490,0.68391158,0.95915362,0.63670132,1.00135933,0.68521864,1.12928994
0.89344474,0.00000000,0.95908892,0.95981180,1.10025379,0.28109168,0.75813103,0.96957882,1.03599676,0.71965875,0.14318185,0.83289888,0.81751026,1.21673223,0.24806821,0.87993839,1.02157727,0.72722346,0.50358072,0.13947447,0.26752103,0.33121567,0.59395399,1.06324884,0.97911242,0.34111935,0.76540023,0.59219924,0.77339618,0.50381164,0.52648819,0.77660007,0.55855022,0.84143481,0.47688097,0.45927483,0.92759231,0.52640391,0.23024758,0.78952574
0.73154327,0.95908892,0.00000000,0.33079270,0.14866034,1.02091181,0.36238332,0.75755758,0.43093761,0.53293944,1.03952060,0.81052282,0.35205884,0.29422558,0.73609030,0.82835532,0.06818462,0.26363486,0.45797270,0.87086383,0.69402271,0.68368675,0.37353824,0.38349255,0.89042927,0.84816734,0.71116838,0.37009618,0.45924666,0.70520474,0.75542777,0.20746683,0.77167436,0.15687368,0.48329910,0.65652204,0.09542703,0.64397609,0.75552090,0.58727739
0.42960449,0.95981180,0.33079270,0.00000000,0.42406860,0.92652215,0.62032426,0.44066495,0.11185312,0.78151604,0.99674385,0.52879323,0.63410482,0.34600963,0.79433278,0.53537065,0.32048932,0.28436079,0.53862841,0.91509791,0.73009381,0.77617648,0.49781952,0.10559955,0.58064398,0.73810840,0.96500441,0.47939298,0.22490177,0.55120163,0.58275640,0.27117509,0.58420050,0.23852112,0.55094286,0.80956723,0.23836718,0.82403151,0.73053737,0.85521671
0.84715713,1.10025379,0.14866034,0.42406860,0.00000000,1.16930341,0.44344099,0.86414366,0.50547072,0.60567126,1.18493683,0.93518333,0.41431602,0.23537054,0.87113402,0.94876819,0.11030532,0.41196280,0.59691670,1.00620139,0.83359362,0.81280621,0.50854509,0.44499340,1.00240181,0.99680895,0.77105824,0.50828935,0.58930909,0.85157907,0.90063720,0.35570113,0.91549499,0.30152465,0.62337571,0.76922571,0.22370627,0.74697709,0.90129272,0.64222372
0.73682025,0.28109168,1.02091181,0.92652215,1.16930341,0.00000000,0.91312923,0.81052330,0.97654567,0.91954228,0.16499015,0.64922340,0.97254837,1.23472420,0.45183559,0.69395773,1.07380746,0.76115232,0.61204037,0.40039203,0.42407077,0.53709174,0.70229482,1.01995962,0.78458975,0.18868237,1.00124194,0.69126433,0.70923126,0.38359679,0.37357251,0.81691281,0.39268264,0.87776611,0.58378280,0.68029521,0.96521287,0.74905665,0.29683573,1.00058303
0.91519989,0.75813103,0.36238332,0.62032426,0.44344099,0.91312923,0.00000000,0.96514141,0.73207647,0.17077178,0.87416623,0.95480671,0.05995740,0.65186079,0.51032196,0.98722434,0.42623631,0.37292210,0.30996328,0.63712545,0.50234929,0.43179424,0.23493175,0.70462207,1.07265171,0.78349588,0.35189318,0.25550959,0.63036496,0.71923342,0.77829982,0.35775374,0.80767584,0.38198066,0.33618865,0.34624689,0.41156069,0.31066806,0.61654901,0.23519554
0.07615070,0.96957882,0.75755758,0.44066495,0.86414366,0.81052330,0.96514141,0.00000000,0.38298731,1.09772510,0.94136915,0.17493819,0.99737492,0.76119561,0.90963233,0.14506613,0.75825571,0.59346164,0.75374625,0.98844461,0.83569502,0.93437126,0.76648927,0.45265584,0.14361133,0.64565524,1.26964702,0.74285787,0.33479709,0.46583879,0.44820205,0.62004467,0.42160304,0.62563789,0.74889100,1.02601207,0.66213334,1.06612942,0.76062545,1.18408864
0.39062754,1.03599676,0.43093761,0.11185312,0.50547072,0.97654567,0.73207647,0.38298731,0.00000000,0.89330974,1.06092405,0.50265126,0.74503722,0.37823501,0.88588697,0.49943941,0.41011991,0.39154666,0.64005699,1.00175386,0.81885874,0.87387291,0.60511763,0.06967189,0.52656471,0.78825102,1.07675388,0.58580961,0.26877665,0.59388838,0.61597359,0.38220454,0.61080731,0.35015185,0.65019037,0.91489141,0.34264418,0.93194789,0.80574973,0.96702594
1.04172385,0.71965875,0.53293944,0.78151604,0.60567126,0.91954228,0.17077178,1.09772510,0.89330974,0.00000000,0.85067829,1.06718601,0.19160159,0.82069490,0.47823062,1.10356445,0.59610380,0.51760779,0.37413491,0.58541111,0.49547272,0.39128611,0.33339850,0.86990304,1.19462366,0.81942109,0.18372055,0.35711709,0.76512679,0.79495356,0.85361511,0.51281874,0.88652845,0.54511437,0.39273257,0.26362317,0.58095398,0.20343632,0.62776713,0.09067676
