0.00000000,0.42914439,0.62433155,0.12433155,0.11111111,0.94696970,0.52703506,0.33333333,0.84016637,0.88978015,1.02896613,1.03045157,1.16399287,0.64111705,0.64230541,1.76455734,1.30347594,1.43954248,1.19236482,0.89423648
0.42914439,0.00000000,0.19518717,0.55347594,0.54025550,0.51782531,0.34655377,0.76247772,0.47786690,0.65047534,0.73351159,0.95424837,0.73484848,0.89913844,0.67572787,1.33541295,1.12566845,1.01039810,1.01455734,1.32338087
0.62433155,0.19518717,0.00000000,0.74866310,0.73544266,0.34402852,0.54174094,0.95766488,0.67305407,0.84566251,0.92869875,1.14943553,0.79367201,1.09432561,0.87091503,1.14022579,1.32085561,0.81521093,1.20974450,1.51856803
0.12433155,0.55347594,0.74866310,0.00000000,0.23544266,1.07130125,0.65136661,0.45766488,0.96449792,1.01411171,1.15329768,1.15478313,1.28832442,0.76544860,0.76663696,1.88888889,1.42780749,1.56387403,1.31669638,1.00787285
0.11111111,0.54025550,0.73544266,0.23544266,0.00000000,0.83585859,0.41592395,0.22222222,0.72905526,0.77866904,0.91785502,0.91934046,1.05288176,0.53000594,0.53119430,1.65344623,1.19236482,1.32843137,1.08125371,0.78312537
0.94696970,0.51782531,0.34402852,1.07130125,0.83585859,0.00000000,0.41993464,0.61363636,0.32902555,0.50163399,0.58467023,0.80540701,0.44964349,0.75029709,0.52688651,0.81758764,0.97682709,0.49257279,0.86571598,1.17453951
0.52703506,0.34655377,0.54174094,0.65136661,0.41592395,0.41993464,0.00000000,0.41592395,0.31313131,0.36274510,0.50193108,0.60769459,0.63695781,0.55258467,0.32917409,1.23752228,0.77911468,0.91250743,0.66800357,0.97682709
0.33333333,0.76247772,0.95766488,0.45766488,0.22222222,0.61363636,0.41592395,0.00000000,0.50683304,0.55644682,0.69563280,0.69711824,0.83065954,0.30778372,0.30897207,1.43122400,0.97014260,1.10620915,0.85903149,0.56090315
0.84016637,0.47786690,0.67305407,0.96449792,0.72905526,0.32902555,0.31313131,0.50683304,0.00000000,0.17260844,0.25564468,0.47638146,0.32382650,0.42127154,0.19786096,0.92439097,0.64780154,0.59937611,0.53669043,0.84551396
0.88978015,0.65047534,0.84566251,1.01411171,0.77866904,0.50163399,0.36274510,0.55644682,0.17260844,0.00000000,0.13918598,0.30377302,0.27421272,0.24866310,0.24747475,0.87477718,0.47519311,0.54976233,0.36408200,0.67290553
1.02896613,0.73351159,0.92869875,1.15329768,0.91785502,0.58467023,0.50193108,0.69563280,0.25564468,0.13918598,0.00000000,0.22073678,0.13502674,0.38784908,0.38666072,0.73559121,0.39215686,0.41057635,0.28104575,0.58986928
1.03045157,0.95424837,1.14943553,1.15478313,0.91934046,0.80540701,0.60769459,0.69711824,0.47638146,0.30377302,0.22073678,0.00000000,0.35576352,0.38933452,0.38814617,0.73410576,0.27302436,0.40909091,0.16191325,0.36913250
1.16399287,0.73484848,0.79367201,1.28832442,1.05288176,0.44964349,0.63695781,0.83065954,0.32382650,0.27421272,0.13502674,0.35576352,0.00000000,0.52287582,0.52168746,0.60056447,0.52718360,0.27554961,0.41607249,0.72489602
0.64111705,0.89913844,1.09432561,0.76544860,0.53000594,0.75029709,0.55258467,0.30778372,0.42127154,0.24866310,0.38784908,0.38933452,0.52287582,0.00000000,0.22341058,1.12344029,0.66235888,0.79842543,0.55124777,0.42424242
0.64230541,0.67572787,0.87091503,0.76663696,0.53119430,0.52688651,0.32917409,0.30897207,0.19786096,0.24747475,0.38666072,0.38814617,0.52168746,0.22341058,0.00000000,1.12225193,0.66117053,0.79723708,0.55005942,0.64765300
1.76455734,1.33541295,1.14022579,1.88888889,1.65344623,0.81758764,1.23752228,1.43122400,0.92439097,0.87477718,0.73559121,0.73410576,0.60056447,1.12344029,1.12225193,0.00000000,0.68330362,0.32501485,0.57219251,0.88101604
1.30347594,1.12566845,1.32085561,1.42780749,1.19236482,0.97682709,0.77911468,0.97014260,0.64780154,0.47519311,0.39215686,0.27302436,0.52718360,0.66235888,0.66117053,0.68330362,0.00000000,0.58051099,0.11111111,0.41993464
1.43954248,1.01039810,0.81521093,1.56387403,1.32843137,0.49257279,0.91250743,1.10620915,0.59937611,0.54976233,0.41057635,0.40909091,0.27554961,0.79842543,0.79723708,0.32501485,0.58051099,0.00000000,0.46939988,0.77822341
1.19236482,1.01455734,1.20974450,1.31669638,1.08125371,0.86571598,0.66800357,0.85903149,0.53669043,0.36408200,0.28104575,0.16191325,0.41607249,0.55124777,0.55005942,0.57219251,0.11111111,0.46939988,0.00000000,0.30882353
0.89423648,1.32338087,1.51856803,1.00787285,0.78312537,1.17453951,0.97682709,0.56090315,0.84551396,0.67290553,0.58986928,0.36913250,0.72489602,0.42424242,0.64765300,0.88101604,0.41993464,0.77822341,0.30882353,0.00000000
