0.00000000,1.00000000,0.40143369,0.69602043,1.02071000,0.97664667,0.98431475,1.00185463,1.39159062,1.15276864
1.00000000,0.00000000,0.59856631,0.38873013,0.40461426,0.64235511,0.90659921,1.37180498,1.00052016,1.08716242
0.40143369,0.59856631,0.00000000,0.33218749,0.67011250,0.70447899,0.81829017,1.05638131,1.14921931,1.01469148
0.69602043,0.38873013,0.33218749,0.00000000,0.33793866,0.41328450,0.60719385,1.00345135,0.85477852,0.80540944
1.02071000,0.40461426,0.67011250,0.33793866,0.00000000,0.26149256,0.54190135,1.06354275,0.60068477,0.70260734
0.97664667,0.64235511,0.70447899,0.41328450,0.26149256,0.00000000,0.28082249,0.81464228,0.44593864,0.44593864
0.98431475,0.90659921,0.81829017,0.60719385,0.54190135,0.28082249,0.00000000,0.55018376,0.44209170,0.20000000
1.00185463,1.37180498,1.05638131,1.00345135,1.06354275,0.81464228,0.55018376,0.00000000,0.90681004,0.51254480
1.39159062,1.00052016,1.14921931,0.85477852,0.60068477,0.44593864,0.44209170,0.90681004,0.00000000,0.39426523
1.15276864,1.08716242,1.01469148,0.80540944,0.70260734,0.44593864,0.20000000,0.51254480,0.39426523,0.00000000
