0.00000000,0.45412388,0.55051342,0.76714144,0.23219609,0.19509771,0.35575577,0.58157203,0.55377341,0.45661188,0.75079245,0.57166554,0.50341317,0.49091128,0.60392634,0.74213708,0.60747304,0.78968032,0.90730667,0.53735071,1.00339508,0.70300052,0.65685087,0.85871061,0.68693063,0.94575190,1.18755671,0.94225878,0.83778555,0.80888743,0.86830587,0.89604359,1.07029127,1.07891175,1.13113783,0.93565806,0.60357381,1.15737384,1.19138565,0.87813193
0.45412388,0.00000000,0.09638953,0.31301756,0.22192779,0.25902617,0.12409811,0.17410423,0.20947037,0.27942544,0.39862742,0.40260334,0.53681681,0.55572852,0.40000343,0.53691818,0.55777329,0.60292242,0.68590517,0.65985392,0.69468062,0.60638674,0.62841111,0.67233433,0.72641602,0.74716370,0.87643575,0.80119393,0.73497008,0.66667852,1.00430048,0.89579174,0.88394109,0.93739006,1.00277336,1.06843458,0.71481658,0.88662948,0.93975821,0.92134893
0.55051342,0.09638953,0.00000000,0.21662802,0.31831732,0.35541570,0.21182434,0.13423912,0.20288910,0.32165361,0.35503561,0.42449078,0.59043315,0.61343075,0.41184094,0.53444471,0.59319696,0.60114581,0.66982037,0.72083311,0.65144231,0.62762844,0.66348010,0.66673118,0.76979810,0.73481907,0.82758944,0.80173172,0.74761122,0.67304155,1.05628437,0.92488421,0.87012572,0.93337941,1.00023893,1.11852410,0.77146350,0.84953740,0.90685567,0.95836014
0.76714144,0.31301756,0.21662802,0.00000000,0.53494535,0.57204372,0.42297481,0.24125274,0.32073852,0.47782273,0.34644317,0.53729491,0.74313639,0.77183142,0.50893964,0.58947762,0.71506783,0.65144231,0.68370982,0.88126409,0.60114581,0.72155153,0.78091895,0.70390087,0.89792827,0.75276283,0.75209550,0.84410871,0.81783314,0.73481416,1.19343316,1.02091162,0.87776146,0.96028282,1.02804537,1.25103780,0.92313702,0.80298975,0.86812788,1.06893239
0.23219609,0.22192779,0.31831732,0.53494535,0.00000000,0.03709838,0.13488415,0.35952362,0.34751932,0.30046846,0.55243954,0.43709557,0.46867967,0.47344509,0.45663945,0.60417378,0.53654615,0.66263421,0.76897136,0.55875202,0.82899579,0.61481406,0.60102644,0.73481416,0.66998292,0.81915719,1.01509832,0.84295337,0.75344137,0.70390087,0.91248871,0.86667907,0.95277997,0.98316759,1.04301775,0.97978664,0.62270328,1.00250970,1.04579117,0.87140589
0.19509771,0.25902617,0.35541570,0.57204372,0.03709838,0.00000000,0.16813727,0.39421661,0.37846095,0.31926573,0.58245396,0.45332502,0.46670910,0.46861880,0.47564620,0.62246638,0.54185618,0.67920978,0.78811697,0.54883338,0.85501702,0.62396004,0.60432954,0.75117116,0.66731815,0.83634813,1.04109496,0.85536958,0.76281005,0.71666866,0.90156913,0.86727437,0.96878016,0.99545205,1.05416240,0.96914354,0.61381890,1.02529494,1.06699687,0.86832628
0.35575577,0.12409811,0.21182434,0.42297481,0.13488415,0.16813727,0.00000000,0.22665424,0.21365309,0.20112036,0.41907619,0.33850758,0.43105472,0.44591765,0.34888830,0.49551706,0.47033509,0.55796760,0.65631279,0.54622275,0.70091017,0.53360080,0.53962253,0.62990604,0.62753133,0.71121834,0.88670033,0.74819677,0.66898512,0.60975716,0.89567497,0.80923316,0.84711317,0.88763322,0.95038055,0.96106336,0.60417378,0.88026426,0.92685354,0.82660185
0.58157203,0.17410423,0.13423912,0.24125274,0.35952362,0.39421661,0.22665424,0.00000000,0.08314491,0.23658033,0.22666251,0.30979080,0.50343741,0.53129058,0.28986066,0.40311494,0.48555767,0.46962914,0.53561205,0.64070048,0.52392477,0.50761388,0.55411545,0.53391161,0.66694501,0.60080734,0.70386501,0.67014953,0.62122034,0.54415506,0.95992032,0.80769759,0.73594461,0.80038563,0.86747455,1.01951981,0.68430613,0.71937483,0.77523134,0.84740795
0.55377341,0.20947037,0.20288910,0.32073852,0.34751932,0.37846095,0.21365309,0.08314491,0.00000000,0.16026743,0.20547740,0.22728898,0.42240688,0.45125089,0.20996868,0.33333350,0.40248423,0.40001111,0.47706036,0.56066224,0.49280216,0.42721764,0.47121691,0.46732744,0.58380071,0.53942243,0.67742726,0.60028666,0.54482204,0.47029392,0.87694419,0.72654764,0.67594740,0.73375400,0.80009387,0.93641074,0.60268651,0.67998753,0.73150631,0.76487802
0.45661188,0.27942544,0.32165361,0.47782273,0.30046846,0.31926573,0.20112036,0.23658033,0.16026743,0.00000000,0.30935557,0.13857727,0.27031242,0.29605404,0.15643369,0.30373652,0.27835873,0.36261859,0.46895494,0.40518827,0.54690862,0.33336115,0.34898624,0.43485593,0.44948778,0.51875767,0.73159616,0.54829086,0.46793640,0.40944698,0.73468379,0.61682722,0.65287006,0.68814542,0.75016103,0.79689172,0.45186009,0.70805147,0.74810630,0.64229238
