0.00000000,0.72656250,0.44531250,0.91015625,0.86328125,1.25781250,0.75781250,1.00781250,1.27343750,1.29296875
0.72656250,0.00000000,0.28125000,0.31640625,0.86328125,0.96875000,1.46875000,1.71875000,2.00000000,1.43359375
0.44531250,0.28125000,0.00000000,0.46484375,0.58203125,0.81250000,1.18750000,1.43750000,1.71875000,1.15234375
0.91015625,0.31640625,0.46484375,0.00000000,0.54687500,0.65234375,1.15234375,1.40234375,1.68359375,1.11718750
0.86328125,0.86328125,0.58203125,0.54687500,0.00000000,0.39453125,0.60546875,0.85546875,1.13671875,0.57031250
1.25781250,0.96875000,0.81250000,0.65234375,0.39453125,0.00000000,0.50000000,0.75000000,1.03125000,0.46484375
0.75781250,1.46875000,1.18750000,1.15234375,0.60546875,0.50000000,0.00000000,0.25000000,0.53125000,0.53515625
1.00781250,1.71875000,1.43750000,1.40234375,0.85546875,0.75000000,0.25000000,0.00000000,0.28125000,0.28515625
1.27343750,2.00000000,1.71875000,1.68359375,1.13671875,1.03125000,0.53125000,0.28125000,0.00000000,0.56640625
1.29296875,1.43359375,1.15234375,1.11718750,0.57031250,0.46484375,0.53515625,0.28515625,0.56640625,0.00000000
