0.00000000,0.34050940,0.76488632,0.23649509,0.86252595,0.75803028,0.72653327,0.48517471,0.24135138,0.54193738,0.53979630,0.68236037,0.54147637,0.34536353,0.47636758,0.23977756
0.34050940,0.00000000,0.48496006,0.53107809,0.53290435,0.67542694,0.54127522,0.34448402,0.24371777,0.54176386,0.24139856,0.34185145,0.24374005,0.48489966,0.33204237,0.24114797
0.76488632,0.48496006,0.00000000,0.86264507,0.23650411,0.47585893,0.23959232,0.34234601,0.54261737,0.54152114,0.53965356,0.34317370,0.24122135,0.68385931,0.75634338,0.72610752
0.23649509,0.53107809,0.86264507,0.00000000,1.00743266,0.71332989,0.75741552,0.53198315,0.33033771,0.47677514,0.75601921,0.86174002,0.67531442,0.23683599,0.71269337,0.47621695
0.86252595,0.53290435,0.23650411,1.00743266,0.00000000,0.71221795,0.47604488,0.53344233,0.67709780,0.75802379,0.47532888,0.23612368,0.33212053,0.86356905,0.71125050,0.75681605
0.75803028,0.67542694,0.47585893,0.71332989,0.71221795,0.00000000,0.23631012,0.33094438,0.53246237,0.23676716,0.86138495,0.75610537,0.53148212,0.47671898,1.00746114,0.86311996
0.72653327,0.54127522,0.23959232,0.75741552,0.47604488,0.23631012,0.00000000,0.24139287,0.48522209,0.34461300,0.68167866,0.53970762,0.34067380,0.54138852,0.86202552,0.76480663
0.48517471,0.34448402,0.34234601,0.53198315,0.53344233,0.33094438,0.24139287,0.00000000,0.24383893,0.24115850,0.54149761,0.48509011,0.24374988,0.34151444,0.67652278,0.54240728
0.24135138,0.24371777,0.54261737,0.33033771,0.67709780,0.53246237,0.48522209,0.24383893,0.00000000,0.34168555,0.48511005,0.54230846,0.34497789,0.24118801,0.53359449,0.34253796
0.54193738,0.54176386,0.54152114,0.47677514,0.75802379,0.23676716,0.34461300,0.24115850,0.34168555,0.00000000,0.76451816,0.72624023,0.48490605,0.24001918,0.86355767,0.68421825
0.53979630,0.24139856,0.53965356,0.75601921,0.47532888,0.86138495,0.68167866,0.54149761,0.48511005,0.76451816,0.00000000,0.23924390,0.34100511,0.72627967,0.23601090,0.34325933
0.68236037,0.34185145,0.34317370,0.86174002,0.23612368,0.75610537,0.53970762,0.48509011,0.54230846,0.72624023,0.23924390,0.00000000,0.24134415,0.76502631,0.47522867,0.54018744
0.54147637,0.24374005,0.24122135,0.67531442,0.33212053,0.53148212,0.34067380,0.24374988,0.34497789,0.48490605,0.34100511,0.24134415,0.00000000,0.54199452,0.53224910,0.48488801
0.34536353,0.48489966,0.68385931,0.23683599,0.86356905,0.47671898,0.54138852,0.34151444,0.24118801,0.24001918,0.72627967,0.76502631,0.54199452,0.00000000,0.75858833,0.54223053
0.47636758,0.33204237,0.75634338,0.71269337,0.71125050,1.00746114,0.86202552,0.67652278,0.53359449,0.86355767,0.23601090,0.47522867,0.53224910,0.75858833,0.00000000,0.23664949
0.23977756,0.24114797,0.72610752,0.47621695,0.75681605,0.86311996,0.76480663,0.54240728,0.34253796,0.68421825,0.34325933,0.54018744,0.48488801,0.54223053,0.23664949,0.00000000
