0.00000000,0.82276989,0.41679562,0.51601459,0.82470533,0.41795601,0.20038153,0.92329178,0.20354089,0.40985953,0.71776430,0.40024312,1.01965058,0.30468726,0.81553355,0.72376683,0.40822135,0.40698572,0.91684761,0.50327329,0.82020337,0.31067937,0.20167809,0.49879639,0.52167086,0.60984085,1.01469168,0.62044891,0.51579751,0.62133204,0.31237555,0.71783872,0.61436651,0.20479738,0.71062055,0.30599038
0.82276989,0.00000000,0.40597427,0.30675530,0.50925984,1.12160952,0.92764283,0.20401998,0.61922900,0.61091768,0.70843727,1.22301301,0.40417695,1.12745715,0.72130235,0.30775676,0.41454854,0.52061108,0.82261641,0.59750450,0.90887731,0.51209052,1.02444797,1.32156627,0.41466464,0.40319444,0.92046047,1.01657513,0.81572151,0.20143784,0.92108476,0.20317744,0.52013530,0.71706582,0.61638935,0.72455807
0.41679562,0.40597427,0.00000000,0.30997544,0.40790971,0.71563526,0.52166857,0.50649616,0.40927461,0.20494341,0.41429213,0.81703874,0.60285496,0.72148289,0.51206139,0.30697121,0.51188854,0.71045788,0.61337545,0.80674546,0.51673120,0.20513529,0.61847371,0.91559201,0.20542368,0.61243540,0.71121951,0.61060086,0.40974724,0.20453642,0.51511049,0.41241841,0.31089434,0.31109156,0.40714838,0.60946255
0.51601459,0.30675530,0.30997544,0.00000000,0.60999432,0.81485422,0.62088753,0.40727720,0.31247370,0.41636280,0.72426758,0.91625771,0.50491143,0.82070185,0.82203683,0.40849124,0.20191309,0.40048244,0.92335089,0.49677002,0.82670665,0.20533522,0.71769267,1.01481097,0.51539912,0.30245996,1.02119496,0.70981983,0.52230079,0.20375129,0.61432946,0.20182413,0.62086978,0.41031052,0.71712383,0.41780277
0.82470533,0.50925984,0.40790971,0.60999432,0.00000000,1.12354497,0.92957828,0.30523987,0.70929349,0.61285312,0.71037272,1.22494846,0.19494525,1.12939260,0.40230617,0.20150308,0.81190742,1.01047676,0.60529671,1.10676434,0.91081276,0.51402597,1.02638342,1.32350172,0.30303448,0.91245428,0.80425468,1.01851058,0.81765696,0.40624303,0.92302021,0.71243728,0.50639360,0.71900127,0.19980475,0.90948142
0.41795601,1.12160952,0.71563526,0.81485422,1.12354497,0.00000000,0.61833754,1.22213142,0.52375846,0.51069185,0.41317225,0.20280084,1.31849022,0.50936071,0.72123880,1.02260646,0.70706098,0.82494173,0.51824826,0.92122931,0.40224735,0.60951900,0.30951575,0.40110089,0.82051049,0.90868049,0.59673566,0.20249289,0.30588801,0.92017168,0.20052476,1.01667835,0.61715137,0.40454370,0.92374022,0.72394640
0.20038153,0.92764283,0.52166857,0.62088753,0.92957828,0.61833754,0.00000000,1.02816473,0.30841383,0.61024105,0.91814582,0.41553670,1.12452353,0.19981432,1.01591508,0.82863977,0.51309429,0.40703175,1.11722914,0.60735863,1.02058489,0.41555231,0.30882179,0.39392344,0.70927737,0.71471380,1.21507320,0.82083043,0.71617904,0.72620499,0.51275708,0.82271166,0.81474803,0.40517891,0.91100208,0.20308476
0.92329178,0.20401998,0.50649616,0.40727720,0.30523987,1.22213142,1.02816473,0.00000000,0.71975090,0.71143957,0.80895917,1.32353491,0.20015698,1.22797905,0.51728238,0.19952496,0.51507044,0.70523689,0.70388316,0.80152447,1.00939921,0.61261242,1.12496987,1.42208817,0.40162093,0.60721441,0.90284113,1.11709703,0.91624341,0.30195974,1.02160666,0.40719742,0.60498005,0.81758772,0.41236937,0.82507997
0.20354089,0.61922900,0.40927461,0.31247370,0.70929349,0.52375846,0.30841383,0.71975090,0.00000000,0.51566197,0.82356675,0.60378401,0.81610969,0.50822815,0.92133600,0.52022594,0.20468046,0.30118327,1.02265006,0.39747085,0.92600582,0.20413932,0.40521897,0.70233727,0.61469829,0.40629997,1.12049413,0.72625136,0.62159996,0.41779115,0.41817800,0.51429783,0.72016895,0.31059983,0.81642300,0.20018793
0.40985953,0.61091768,0.20494341,0.41636280,0.61285312,0.51069185,0.61024105,0.71143957,0.51566197,0.00000000,0.30790477,0.61209533,0.80779837,0.51653947,0.40567403,0.51191462,0.61827590,0.81684524,0.50698809,0.91313282,0.41034384,0.31152265,0.41353030,0.71064860,0.30981865,0.71882276,0.60483215,0.40565745,0.20480383,0.40947983,0.31016708,0.51880577,0.20450698,0.20506215,0.41304837,0.71584991
0.71776430,0.70843727,0.41429213,0.72426758,0.71037272,0.41317225,0.91814582,0.80895917,0.82356675,0.30790477,0.00000000,0.51457574,0.90531796,0.80916899,0.30806655,0.60943421,0.92618067,1.12475001,0.19908332,1.22103759,0.20044004,0.61942742,0.60932403,0.70090918,0.40733824,1.02672753,0.29692738,0.30813786,0.20196678,0.52051628,0.40538874,0.82671054,0.20397912,0.51296692,0.51056797,1.02375468
0.40024312,1.22301301,0.81703874,0.91625771,1.22494846,0.20280084,0.41553670,1.32353491,0.60378401,0.61209533,0.51457574,0.00000000,1.41989370,0.30655987,0.82264228,1.12400995,0.80846447,0.70240192,0.70169244,0.90272881,0.60504819,0.71092249,0.19856503,0.19830005,0.92191398,1.01008398,0.79953650,0.40529373,0.40729150,1.02157516,0.30192825,1.11808184,0.71855486,0.50594719,1.02514371,0.52114555
