0.00000000,0.41582346,0.59430221,0.44350537,0.70014152,0.54380992,0.33718145,0.38267122,0.42756521,0.75815699
0.41582346,0.00000000,0.94180686,0.16785922,1.07561759,0.92764920,0.40876635,0.78147526,0.50930187,1.16518937
0.59430221,0.94180686,0.00000000,1.02100939,0.79324695,0.13968878,0.58642475,0.56621275,0.98528358,0.66888767
0.44350537,0.16785922,1.02100939,0.00000000,1.02470059,0.98510214,0.54290576,0.76100932,0.38248345,1.14423394
0.70014152,1.07561759,0.79324695,1.02470059,0.00000000,0.65394059,1.00041753,0.32612366,0.71081430,0.22690685
0.54380992,0.92764920,0.13968878,0.98510214,0.65394059,0.00000000,0.61584771,0.44222518,0.90063150,0.53250445
0.33718145,0.40876635,0.58642475,0.54290576,1.00041753,0.61584771,0.00000000,0.67434112,0.71714308,1.00818879
0.38267122,0.78147526,0.56621275,0.76100932,0.32612366,0.44222518,0.67434112,0.00000000,0.53262200,0.38498235
0.42756521,0.50930187,0.98528358,0.38248345,0.71081430,0.90063150,0.71714308,0.53262200,0.00000000,0.87717870
0.75815699,1.16518937,0.66888767,1.14423394,0.22690685,0.53250445,1.00818879,0.38498235,0.87717870,0.00000000
