0.00000000,0.67052507,1.08549142,1.06471241,0.86028552,0.94919902,0.94392228,0.26432669,0.83208954,0.73309529
0.67052507,0.00000000,0.41496640,1.29781711,0.18976048,1.18230367,0.27339721,0.91303170,0.16350409,0.49999058
1.08549142,0.41496640,0.00000000,1.19030750,0.22520593,1.07479405,0.14156920,1.32799816,0.25340196,0.69496995
1.06471241,1.29781711,1.19030750,0.00000000,1.39288259,0.26816860,1.15386665,1.32903910,1.13431311,1.79780769
0.86028552,0.18976048,0.22520593,1.39288259,0.00000000,1.27736914,0.23901597,1.10279226,0.25856954,0.46976402
0.94919902,1.18230367,1.07479405,0.26816860,1.27736914,0.00000000,1.03835320,1.21352577,1.01879966,1.68229437
0.94392228,0.27339721,0.14156920,1.15386665,0.23901597,1.03835320,0.00000000,1.18642890,0.11183277,0.64394116
0.26432669,0.91303170,1.32799816,1.32903910,1.10279226,1.21352577,1.18642890,0.00000000,1.07459617,0.63302815
0.83208954,0.16350409,0.25340196,1.13431311,0.25856954,1.01879966,0.11183277,1.07459617,0.00000000,0.66349471
0.73309529,0.49999058,0.69496995,1.79780769,0.46976402,1.68229437,0.64394116,0.63302815,0.66349471,0.00000000
